IncidentDateTime,City,IncidentState,Country,Shape,DurationSeconds,Comments
00:00.0,oxnard,ca,us,triangle,3600,UFO with red&#44 white and green lights in a triangle form hovering over the ocean.  ((NUFORC Note:  Possible twinkling star.  PD))
15:00.0,colonie,ny,us,oval,180,2 crafts over albany ny . very close together moving in sharp turns and fast speed
00:00.0,san antonio,tx,us,circle,10,Orange sphere over TX
00:00.0,hemet,ca,us,fireball,1200,RED AND ORANGE FIREBALL TURNING TO A CLEAR BRIGHT LIGHT GOING EAST TOWARD THE MOUNTAIN
45:00.0,oak lawn,il,us,circle,60,Round red/orange ball 1/3 size of full Moon with yellow V-shaped flame inside.
57:00.0,east islip,ny,us,circle,600,8 red dots moving in a line slower than a plane&#44 then they all disappeared and one started flashing on long island.
00:00.0,ewa beach,hi,us,circle,10,Green ball of light&#44 larger than star&#44 shoots across sky at high speed over Ewa Beach HI.
15:00.0,fruita,co,us,circle,240,Huge&#44 orange orbs over Colorado National Monument
30:00.0,miami,fl,us,unknown,180,A bright red light flew across the sky from the east&#44 and no noise what so ever came from this light.
03:00.0,orting,wa,us,light,240,Orange balls in the sky very bright
03:00.0,orting,wa,us,light,240,Orange lights near Orting&#44 Wa.
33:00.0,ocala,fl,us,circle,1800,2 red beamin lights with 5 changing color objects beside it  above ocala florida
50:00.0,farrell,pa,us,fireball,60,I was sitting in my vehicle about 11:50 pm&#44and I decided to exit my car&#44as I stood in my driveway by my car I looked westward toward th
24:00.0,corinth,ms,us,triangle,240,Silent triangled ufo with three white lights and a red blinking light in the middle.
30:00.0,oakville (canada),on,ca,fireball,600,30+ slowly flying fireballs in the sky (second time witness)
06:00.0,brighton,mi,us,unknown,1,Streak of light like a reverse shooting star&#44 near horizon.
45:00.0,cuyahoga falls,oh,us,triangle,30,Craft with orange lights Triangle shapef 4 lights one in center like a flame and one  each corner.  Cuyahoga Falls Ohio 7/24/2012 21:45
00:00.0,ogden,ut,us,light,30,A strange&#44 color-changing light&#44 zigzag movements&#44 ejecting three small lights&#44 mimicking airplanes&#8230; ((NUFORC Note:  Star??  PD))
30:00.0,adamsville,pa,us,sphere,45,One round orange sphere 5-6&#39 around w/ bright circular glowing bottom center cruisin thru 20 mph&#44 100 &#39 tops of trees
30:00.0,oxnard,ca,us,light,60,At aprx 10:30pm I was sitting in my patio looking at the night sky facing east it was clear out and I notice that what I thought was tw
40:00.0,east palestine,oh,us,egg,300,Strange UFO sighting in East Palestine&#44 Ohio on the night of July 24&#44 2012
00:00.0,tulsa,ok,us,light,15,Green beam of light over Tulsa
31:00.0,lybrook,nm,us,egg,60,A triangular star cluster shot off an egg shaped craft southwest on 7/24/13 at 2:31 in the morning over Lybrook NM.
30:00.0,royal oak,mi,us,light,1800,Two white lights follow along freeway
53:00.0,tigard,or,us,light,1620,This is the second report I&#39ve submitted this month since my 1st on 07/03/13 with similar lights.
23:00.0,longmont,co,us,changing,1200,Three flying objects in perfect triangular formations appearing and disappearing.
45:00.0,shakopee,mn,us,cigar,30,Shiny white flat cylinder shape object over Shakopee&#44 MN.
33:00.0,columbia,sc,us,formation,5,On July 3&#44 2010 at 2:33 am I was traveling north on interstate I-77 just passed mile marker 8&#44 in South Carolina.  At the time&#44 there w
30:00.0,crown point,in,us,fireball,45,ball of fire moving slowly overhead....
50:00.0,federal way,wa,us,light,300,Two lights following each other with a faster then normal speed.
00:00.0,chanute,ks,us,fireball,300,Red/Yellow fireball low on the Southern Horizon of small Kansas Town
15:00.0,poplar grove,il,us,chevron,300,Waiting for fireworks to begin saw two object flying southeast to northwest
00:00.0,phillipsburg,nj,us,fireball,3600,50 Red Fireballs flying over NJ.
00:00.0,seattle,wa,us,fireball,15,July 3&#44 2010 sighting over Seattle&#44WA
30:00.0,addison,tx,us,fireball,180,Two bright orange circular-type objects appearing at edge of a city park during 4th of July festivities
45:00.0,poteau,ok,us,light,300,White Light Glimmering Correction*
50:00.0,mesa,az,us,oval,180,Oval object in the sky splits into three sections of light and start to rotate clockwise while moving to the west in Mesa&#44 AZ.
00:00.0,berwyn,il,us,circle,180,Cloudy ring like figure moving puickly through the late afternoon sky in Berwyn&#44 Illinois.
00:00.0,eddyville,ky,us,light,1200,Orb shaped light&#44 steady orange/yellow color&#44 250+- ft. high&#44 steady speed hoz-hoz&#44 UFO to witnesses.
00:00.0,lemoore,ca,us,triangle,120,craft with 3 top lights&#44 no sound approached car&#44 does 360 sharp turn in field.
00:00.0,new london (near),ct,us,light,3,An out of the ordinary&#44 fast-moving light moved in a zig zag pattern across the night sky and disappeared in a matter of seconds.
15:00.0,baltimore,oh,us,oval,240,Sighting of capsule shaped object&#44 front and back identical with glowing light with a dark middle space.
15:00.0,red bank,nj,us,changing,1800,Unknown Self luminous Red Obj obve fireworks display
20:00.0,rockford,il,us,oval,30,A keen sighting of many in Rockford Illinois-
25:00.0,waynesboro,pa,us,circle,120,Red&#44 circular object sighted in night sky before fireworks display
30:00.0,watkins glen,ny,us,light,360,3 Separate Sightings 15 minutes appart
30:00.0,zebulon,nc,us,unknown,3600,20 or more red lights in the sky seen in North Carolina.
35:00.0,cincinnati,oh,us,light,300,Saw unknown persistent light in the sky and then a gray object that arced away when the light stopped.
40:00.0,lincoln park,mi,us,oval,180,strange craft move with no noise or wings or rotor blades
45:00.0,austintown,oh,us,other,300,Red lights in shape of horseshoe moving accross sky
00:00.0,bonaparte,ia,us,fireball,900,On july 3 2010 around 22:00 just before the fireworks show a orange and red orb just appeared over the des moines river and floated sou
00:00.0,lansing,ks,us,light,300,i saw some lights almost like spotlights and they went in motion like right left then stoped for few seconds then cirled and went away.
00:00.0,nordman,id,us,light,3600,Strange slow moving orange light traveling from west to east then turned abruptly and disappeared.
00:00.0,ottawa,il,us,fireball,60,It was just after nightfall Saturday&#44 July 3 about 22:00. I was walking toward a pile of wood&#44 to light the bonfire. I was walking nort
07:00.0,fostoria,oh,us,unknown,40,I and 8 others witnessed a fast moving object in the eastern sky moving south to north.  The object appeared to be orange in color and
10:00.0,midlothian,va,us,other,900,i reported 2 star like lights to the police and then within 15 min there was a dozen aircraft giving chace north from richmond va 2 D.C
12:00.0,poteau,ok,us,sphere,180,Four orange spherical glowing lights moving slowly in formation at tree top level at 10 pm over Poteau&#44 OK.
20:00.0,clarksville,oh,us,circle,300,I was standing on the outside deck of a local eatery looked up because something caught my eye and saw comming over the roof area and m
25:00.0,rohnert park,ca,us,fireball,15,Bright yellow fireball made right angle turn and disappeared.
30:00.0,port angeles,wa,us,light,120,Set of two lights moving silently in-line with one another from East to West. Lead light brighter than follow light.
34:00.0,bellingham (sudden valley),wa,us,light,300,Two lights following each other across the sky.  ((NUFORC Note:  Possibly the ISS&#44 followed by the Russian supply capsule.  PD))
35:00.0,trail (canada),bc,ca,light,180,Light leading another.  ((NUFORC Note:  International Space Station over flight&#44 followed by Russian re-supply capsule.  PD))
00:00.0,kennewick,wa,us,light,60,Silent&#44 orange ball of light seen crossing the night sky in Kennewick&#44 WA.
00:00.0,redondo,wa,us,oval,300,Strange Occurence&#39s.
00:00.0,slickville,pa,us,circle,300,It was a small pearl white object&#44 appeared to be circuler in shape and about the size of the jets rudder.
30:00.0,independence,mo,us,triangle,15,I was in the presence of an &quot;aluminum&quot; looking triangle &quot;aircraft&quot; that was very loud&#44 moved very smoothly and ws flying very low .
00:00.0,des moines,ia,us,triangle,1800,mother ship
10:00.0,narragansett,ri,us,rectangle,30,AT dusk&#44 while watching fireworks displays in the area&#44 we were setting off a few fireworks on a cliff by the ocean shore. We observed
00:00.0,big pine,ca,us,disk,253800,3 objects take off from mountains near Big Ears site
00:00.0,long beach,ca,us,light,180,Fire dripping light over Long Beach&#44 CA.
20:00.0,houston,tx,us,light,2700,Houston&#44 Texas - Red pulsating light which &quot;dropped&quot; another light; disappeared in the sky
50:00.0,houston,tx,us,oval,1800,Red globe moved slowly from southeast to northwest and disappeared after 30 minutes of viewing.
10:00.0,dorena,or,us,triangle,240,7 people see lights in triangle formation move across sky.
30:00.0,naples,me,us,circle,1200,3 Lights play together over Maine skies.
00:00.0,henryetta,ok,us,unknown,900,Well first of all I never knew there was a sight like this where I could tell my story. It was the Fouth of July 2002 and we where havi
00:00.0,sherman,ny,us,cigar,45,Chrome appearance; slow moving
30:00.0,junction city,ks,us,cigar,30,We were on our boat at milford lake and approximately 4 miles away&#44 not far above the hills we saw a long&#44 perfectly straight shiny obj
00:00.0,elysburg,pa,us,fireball,5,Fireball
30:00.0,pembroke pines,fl,us,sphere,60,Black sphere traveling steadily at low altitude
00:00.0,bremerton,wa,us,oval,300,As I was sitting watching the 4th of july festivites at our back yard bar-b-q&#44 I noticed an Silver Oval object moving slowly from West
23:00.0,san bernardino,ca,us,unknown,15,Flash of halogen-quality light on fast moving object
48:00.0,new york city,ny,us,triangle,1200,Triangular Starlike Object/Craft at the 2002 NYC 4th of July East River Fireworks
00:00.0,blue eye,mo,us,unknown,7200,The object has appeared every night in the western sky. It is the first object to appear at dusk. It is very bright and to close to be
00:00.0,new york city (brooklyn),ny,us,cross,120,Cross shaped light that didn&#39t move.
00:00.0,vista,ca,us,unknown,540,Floating lamplike UFO
20:00.0,murrieta,ca,us,light,180,Erraticly wandering star-like object travels from north to south at a consistent&#44 slow pace
45:00.0,hillsboro,or,us,fireball,0.5,A bright flash of white light shot across the sky in an instant with no sound
45:00.0,seattle,wa,us,changing,240,i had seen a flying obect change shape&#44 color and even blink&#33
10:00.0,toronto (canada),on,ca,light,15,Strange bright light pops out of cloud&#44 then back in&#44 over Toronto Canada.
00:00.0,bakersfield,ca,us,circle,30,Three crafts travling in a triangular fashion across the sky and one by one dissapeared out of sight.
30:00.0,mapleton,ia,us,other,15,A stationary flashing object in the lower atmosphere
05:00.0,chico,ca,us,light,90,A constant golden colored bright light traversed the pre-dawn sky from west to east  with no sound.
30:00.0,orland park,il,us,triangle,900,Orland Park Illinois. July 4th 2003&#44triangular object right over fireworks
00:00.0,san diego,ca,us,disk,900,3 of us saw a copper disk w/ a black solid circle slowly moving in a small clockwise circle tipping on edge showing the top &amp; bottom.
00:00.0,bayonne,nj,us,other,60,observed near the miltitary ocean terminal. flying west to east from across bayonne towards nyc 3 ufo&#39s&#44 two saucer shaped and one slow
30:00.0,mcdonald,pa,us,fireball,60,Glowing object seen in sky over SW Pennsylvania on July 4&#44 2010
00:00.0,knoxville,tn,us,fireball,45,Big reddish-orange (planet-looking) light hovering over Knoxville&#44 TN during 4th of July festivities
00:00.0,rootstown,oh,us,light,600,Orange/Red Pulsating Orb appeared to be viewing neighborhood fireworks display in Porage Co. Ohio
00:00.0,sharps chapel,tn,us,fireball,3600,I along with others saw four red fireball looking things&#44one closely.they were indescrible&#33
00:00.0,st. augustine,fl,us,circle,180,Flying balloon of fire traveling east to west and suddenly turned due south and disappeared.
05:00.0,portland,tn,us,fireball,1200,Flying Fire Ball with no sound high altitude moving from the west to the north.
00:00.0,fort worth,tx,us,sphere,60,Red ball of light hanging in the sky July 4th 2010
00:00.0,russellville,ar,us,light,780,bright orange glow that moved across the tree line for 10 minutes
30:00.0,highland,ca,us,other,300,Low flying military aircraft seen in the area which is out of the ordinary.
00:00.0,fenton,mo,us,light,900,Multiple orange lights/orbs in sky.
00:00.0,irvine,ca,us,unknown,1245,two small red lights going across the skay and never faiding.
00:00.0,lodi,ca,us,other,10800,Not UFO&#44 but lightning can appear identical to sightings and persist for unnaturally seeming long times.
00:00.0,louisville,ky,us,fireball,600,3 orange fireball crafts traveling at an enormous speed but very high&#44 meeting up and vanishing.
00:00.0,louisville,ky,us,light,1800,red light&#44 flying above the fireworks but under the clouds.....
00:00.0,richland,mi,us,fireball,14400,Fire Balls on the 4th of July over Gull Lake in Richland&#44 MI.
00:00.0,st. charles,mo,us,oval,14400,I saw 6 bright yellowish lights flying parole to each other going from south west to north east all going more or less the same speed o
15:00.0,claremore,ok,us,other,10,Looked like  a transparent Squid with paluseing lights.
35:00.0,new smyrna beach,fl,us,oval,240,Orange orb over Atlantic Ocean in New Symnra Beach during unorganized firework show.
45:00.0,fairborn,oh,us,formation,360,Object(s) were stationary&#44 and had an orangish glow to them.
45:00.0,manchester,mo,us,diamond,2,Intense Yellow diamond shaped light over Manchester&#44 MO
47:00.0,vancouver,wa,us,sphere,180,Blueberry Size Glowing Orange Object going East&#44 above the Columbia River at 3500-4000 ft. and a speed of approximately 150mph +.
50:00.0,huntsville,al,us,other,7200,Large orbs moving at a steady altitude and velocity
00:00.0,albuquerque,nm,us,sphere,300,A bright yellow light over Albuquerque on July 4th  1/2 hour before the city fireworks display
00:00.0,baltimore,md,us,circle,60,Circular white light flies over Baltimore on July 4th
00:00.0,bernie,mo,us,light,180,Orange ball of light moving over Bernie&#44 Mo.
00:00.0,bradyville,tn,us,fireball,600,July 4th Glowing Ball Hovers in TN Sky
00:00.0,branson,mo,us,fireball,300,fireball over missouri seen july 4th&#44 2010
00:00.0,carbondale,pa,us,fireball,10800,Orange fireball hovering in the sky&#44 then disappearing
00:00.0,everett,wa,us,light,240,Two orange lights move across the sky over Everett&#44 Washington on the night of July 4th&#44 2010
00:00.0,fridley,mn,us,light,120,Bright red/orange ball of light over Moore Lake (Hwy 65)&#44 for 2-3 min&#44 motionless over tree line&#44 then fades.
00:00.0,garrison,mn,us,rectangle,600,Mille Lacs Lake&#44 Garrison&#44 MN&#44 strange orange rectangle lights seen over lake.
00:00.0,hutchinson,ks,us,fireball,300,Fireball craft
00:00.0,irvine,ca,us,circle,120,Golden Ball in SKy
00:00.0,jefferson,nc,us,sphere,300,Strange round object moving over fireworks display area
00:00.0,johnsonburg,pa,us,fireball,120,Small orange orb slowly moving across the sky
00:00.0,lakeville,mn,us,other,600,Pyramidal-shaped Craft Over Lakeville North High School Field
00:00.0,lexington,mi,us,circle,3600,During firwork show in Lexinton Michigan I noticed a orange cirlce&#44 getting bigger then smaller again.
00:00.0,lombard,il,us,fireball,3600,Possible explanation for some of the July 4 reports.
00:00.0,london,ky,us,circle,1800,Orange UFO passing or hovering through London Kentucky on July 4th
00:00.0,old hickory,tn,us,fireball,600,Six blood red orbs over Old Hickory Tn. dam and dissapears north to Kentucky.
00:00.0,omaha,ne,us,circle,900,Orange lights over Omaha Nebraska.  Not fireworks&#33
15:00.0,orange beach,al,us,circle,240,Set of three lights floating over the Gulf of Mexico
15:00.0,sunrise,fl,us,disk,3600,INCREDIBLE SAUCER-LIKE CRAFT UFO SIGHTING WITH VIDEO EVIDENCE OVER SOUTH FLORIDA&#33
30:00.0,cove city,nc,us,oval,30,green oval light spotted over US-70
30:00.0,trumbull,ct,us,fireball,3,Green Fireball Sighted
40:00.0,williams lake (canada),bc,ca,triangle,1800,we just arrived home about 1 hour ago and im still shaking me and my wife and my 1 year old were returning from a trip and we noticed t
00:00.0,plano,tx,us,triangle,30,V shaped objects&#44 no lights&#44 no sounds
00:00.0,apple valley,ca,us,circle,7200,CIRCULAR CRAFT TURNING AROUND AND MOVING UP &amp; DOWN SIDE TO SIDE W/ FLASHING LITGHS.  ((NUFORC Note:  Capella?  PD))
30:00.0,virginia beach,va,us,,90,Observed a fast moving spherical object moving horizontally across the eastern horizon.
00:00.0,hermiston,or,us,cylinder,600,Call me if you want in depth description and pics and video some in raw format of 4 separate sightings.
00:00.0,hermiston,or,us,fireball,600,2 fireballs and a cylinder shaped craft spotted in Eastern Oregon.
05:00.0,princeton,mn,us,circle,1860,White quick moving light in eastern Mn sky before sunrise.
30:00.0,brecksville (near),oh,us,light,120,As I was heading north on interstate 71 my daughter noticed a amber colored light in the sky... at first it was heading straight in our
30:00.0,new york city (brooklyn),ny,us,sphere,10,Reflective Silver/Orange sphere over Brooklyn
40:00.0,hampton,nh,us,fireball,180,20 plus orange orbs seen in Hampton sky
00:00.0,jackson,wi,us,light,300,Strange bright yellow lights moving across the sky.
00:00.0,severn,md,us,circle,300,12 red lights flying
15:00.0,delhi,ny,us,light,600,I witinessed orange objects flying in unusual patterns coming from the horizon as well a silent and gliding black craft.
20:00.0,el paso,tx,us,fireball,120,Fiery balls falling from the sky over El Paso.
20:00.0,ottawa (canada),on,ca,oval,900,Three orange lighting objects came from south to north at the sky all over Ottawa and went away.
30:00.0,bunn,nc,us,fireball,300,2 fireballs traveling across the sky
45:00.0,eau claire,wi,us,fireball,300,Three groups &#44 each between 5 and 10 objects moved across the sky and disappeared low in sky-Another group appearing shortly after.
00:00.0,kingsport,tn,us,light,300,3 red lights in a triangular pattern rising in altitude together followed by 2 more.
07:00.0,sierra vista,az,us,triangle,10,Triangle-shaped&#44 illuminated object flies fast and silent from north to south across sky
30:00.0,gilbert,az,us,light,600,6-8 Orange lights in formation over Gilbert
30:00.0,jackson,wi,us,fireball,600,Two Unidentified Objects observed over Washington County (Wisconsin)
15:00.0,gilbert,az,us,light,240,12 red lights over gateway airport.  1 light merged with anouther light  and became 1 light.
15:00.0,bethany beach,de,us,sphere,900,Four hovering orange/red fireballs sighted above Bethany Beach&#44 DE&#44 around 10:15pm on Saturday&#44 October 20&#44 2012.
20:00.0,south jordan,ut,us,circle,120,Unexplaned huge red/orange ball over Sandy&#44 Ut traveling horizontally and suddenly dropping out of sight.
30:00.0,cumberland,md,us,light,1800,Hovering flashing object with sudden movement
30:00.0,glendale,az,us,light,300,12 - 20 lights flying in formation in phoenix sky video&#39s linked in full description
35:00.0,scottsdale,az,us,unknown,600,13 orange lighted craft in line formation moving to the North in Northwest Scottsdale Az
45:00.0,lexington,sc,us,light,300,Silent orange balls of light in a straight line formation moving slowly for 5 minutes then dissapeared
00:00.0,anchorage,ak,us,light,1200,3 bright lights (same hew as the stars) darting around the area of the Big Dipper&#44 2 seemed to be &quot;attacking&quot; the 1
30:00.0,snohomish,wa,us,unknown,300,Bright orange thing with beams coming out of it changing colors flying across the sky
00:00.0,toledo,oh,us,light,600,Objects in sky move at incredible speed
10:00.0,salem,nh,us,cigar,10,Metallic object reflecting the Sun&#44 then vanishes.
15:00.0,manitou springs,co,us,circle,60,3ft round silver ball hovering down street and moving in seemingly precise path.
00:00.0,naples,fl,us,unknown,2700,Object moving different directions flashing a powerful bright light then joined by another identical object
20:00.0,levittown,pa,us,light,720,Burnt orange objects in clear sky no navigation lights appeared out of nowhere travel across sky then disappeared.  Levittown Pa.
57:00.0,spokane,wa,us,flash,30,Two small&#44 intense&#44 blinking lights circled above Spokane Valley&#44 WA.  ((NUFORC Note:  Advertising lights??  PD))
00:00.0,germantown,ny,us,light,900,Very large&#44 bright stationary light seen over Hudson River near Saugerties/Kingston&#44 NY smaller lights flying toward it after a time.
00:00.0,philadelphia,pa,us,sphere,3600,Blue white illuminated sphere with smaller spheres orbiting object
42:00.0,woonsocket,ri,us,triangle,300,A flashing triangular object hovering in sky with white beaming lights and body changing color.
25:00.0,levittown,pa,us,light,480,As I was parking in the supermarket parking lot I noticed a orange light that appeared out of nowhere in the sky above the store.
00:00.0,manassas,va,us,triangle,3600,Huge up close triangular craft.
40:00.0,stockton,ca,us,light,960,10/20/13 UFO sighting in Stockton. .?
15:00.0,santa fe,nm,us,disk,300,My sighting in Santa Fe&#44New Mexico
30:00.0,federalsburg,md,us,disk,300,Saucer spotted in Federalsburg MD
30:00.0,baltimore,md,us,disk,900,Oct 1973 Baltimore&#44 Md  Discw/dome/portholewindows/interiorLight.  Noiseless&#44 hovering&#44 close by&#44 huge
30:00.0,baltimore,md,us,disk,480,&quot;Jupiter Two&quot;-like spacecraft&#44 flew noiselessly&#44 slowly just over the field in our backyard.
20:00.0,indian rocks beach,fl,us,light,10,Shooting star stops&#44 reverced direction&#44 loops back and then shoots off into night.
00:00.0,st. george (ut) to las vegas (nv),ut,us,light,1800,A Bright red light in the southwestern sky approx. 45 degrees above the horizon.
30:00.0,orem,ut,us,triangle,120,while noticing the stars over my head disappear in the shape of a triangle three lights became visable and a center docking entrance&#44as
30:00.0,franklinton,nc,us,circle,10,I saw a four foot wide&#44 moving&#44 circular patch of road which was devoid of rain in a driving storm.
00:00.0,rochester,ny,us,disk,600,UFO followed me
20:00.0,utica,ny,us,disk,2100,My private plane was followed by a ufo for over 50 miles.
45:00.0,norristown,pa,us,circle,1200,I viewed three UFO&#39s in the sky&#44 moving at high speeds and amazing shapes in the sky not possible by human planes.
00:00.0,bluff,ut,us,light,60,following a green fireball&#44 a red light appeared on Comb Ridge.
30:00.0,campbell,ca,us,other,600,American stealth and flying sub dissapear into a portal above a house in Campbell ca 95008
42:00.0,columbia,tn,us,formation,6,U-shaped formation of orange gold lights travelling south at high speed.
45:00.0,lakeville (south of twin cities about 15 miles),mn,us,light,73800,Light with green flashing light on bottom&#44 east of me about 10 o&#39clock position over next county&#44 noticed while trying to view northern
55:00.0,kansas city,mo,us,cylinder,1200,I and four other people watched a very large cylinder slowly move across the noon sky and enter a long&#44 narrow cloud through one end&#44 n
00:00.0,tehachapi,ca,us,chevron,900,observed a white object against a blue sky which did not move or behave like an airplane
00:00.0,lancaster,pa,us,light,900,I saw a bright light following me in the sky as I walked my dog.
35:00.0,auburn,wa,us,light,2,I was sitting in the family room of my home with windows facing North toward backyard when my attention was suddenly drawn to a very br
40:00.0,tigard (12 mi so of portland&#44 exit 290 i 5),or,us,light,7200,Object moved north to south approx 40 deg.in 15 sec. and stopped.  Remained in that position till 0130am 11/22/99. at that time i went
30:00.0,waterloo (canada),on,ca,other,10,Crescent shaped object zig-zagging WNW above Waterloo&#44 Ontario&#44 Canada
55:00.0,lynnwood,wa,us,oval,5,dullish orange  orbs with an almost translucent center. Traveling very fast and silent.
50:00.0,cheshire,ma,us,disk,3600,7 light object hovers and moves in a radical fashion.
00:00.0,lodi,ca,us,other,120,3 distinct colored lights hovering over the city in the daytime
00:00.0,spicewood,tx,us,disk,60,Sighting of a color changing UFO in Texas.  ((NUFORC Note:  Report from student.  PD))
30:00.0,los angeles,ca,us,sphere,7,Silver sphere seen near LAX airport out passenger window of commercial aircraft
00:00.0,paoli,wi,us,sphere,30,Metalic aerial object seen from vehicle to the west of Paoli&#44 WI.
01:00.0,montgomery,tx,us,fireball,3,bright white light
30:00.0,georgetown,tx,us,oval,10,Two very bright oval objects at apparent high rate of speed&#44 suddenly disappear
00:00.0,buford,ga,us,flash,14400,strobing lights appear near mall of georgia&#44 go on for hours.  ((NUFORC Note:  Student report.  Possible hoax.  PD))
00:00.0,ocala,fl,us,oval,3,extremely bright and fast shot across east to west lasted 2-3 seconds which tells how fast it really was. no sound.
00:00.0,mckinney,tx,us,other,7200,Five &#39star like&#39 intellegece operated craft observed by 2 people in North Texas.
30:00.0,farmington,mo,us,triangle,300,UFO Sighting - Outside Farmington Missouri.
45:00.0,chisholm,mn,us,triangle,5,Silent&#44 black&#44 triangular object with no lights
00:00.0,hurley (west of),sd,us,other,1800,multiple bright lights and objects that would alternate and fade in and out in a row
30:00.0,stephan,sd,us,light,7200,Bright orange lights dropping &#44 what looked like flares?
00:00.0,monterey,ca,us,light,120,3 very bright white light larger than planets 2 nearby one another 3 a different location i 2 minutes still then completely fading away
40:00.0,cameron park,ca,us,light,300,3 bright stationary lights above hill&#44 low in the sky. Disappeared after about 3 minutes.
00:00.0,hillsborough,nj,us,triangle,300,Silent triangle-shaped craft with bright white lights beneath that flashed on and flashed off.  No sound until slow-moving craft passed
45:00.0,columbus,oh,us,changing,300,White-blue lights over Columbus&#44 Ohio
23:00.0,anacortes,wa,us,light,10,Green Orb does vertical drop&#44 speeds off into oblivion faster than any object I&#39ve ever seen.
30:00.0,edmonds,wa,us,flash,2,Giant flash in sky moving forward and down then disappeared over trees. Not lightening as skies were clear and stars were visible.T
00:00.0,nashville,tn,us,teardrop,5,Nothing like I have ever seen before.
00:00.0,virginia beach,va,us,chevron,300,Bright light seen in Virginia Beach
29:00.0,pomeroy,oh,us,circle,5,The object was green with bright contrail&#44 it moved at incredible rate of speed north to south at aproximateley a 45 degree angle.
55:00.0,knoxville,tn,us,unknown,120,Four short and closely grouped contrails observed in clear skies
45:00.0,sacramento,ca,us,light,30,Two  stationary bright lights in southern sky  observed  30 secs then dimmed and disappeared
00:00.0,granbury,tx,us,circle,300,10/22/08 my husband and myself see a circler object with lights spinning over a lake
00:00.0,charlotte,nc,us,other,300,Strange lights over the highway not a plane or helicopter.
30:00.0,camarillo,ca,us,other,300,Noiseless object flies overhead at roughly 1000-1500 feet.
42:00.0,columbus,oh,us,sphere,5,Bright White Sphere at I-270 and 23 on the south end travelling at an incredible rate of speed
15:00.0,sweet home,or,us,other,40,I dont know what it was&#44 it was like a darker fog surrounded by the lighter fog&#44 then it... blew away. There was no wind that night.
10:00.0,franklin,la,us,oval,180,clear orb with white lights encircling it&#44 the lights were stationary and were not flashing
15:00.0,emmaus,pa,us,unknown,120,A bright light&#44 pulsating&#44 changing color and moving slowing&#44 while coming to a complete stop and then starting to move again.
37:00.0,houston,tx,us,other,600,3 witnesses--object looked like the moon but no moon tonight. I can see it glowing through the trees in neighbors backyard. To high in
45:00.0,west columbia,sc,us,flash,300,Soundless mysterious flashes of light in the southern sky
32:00.0,kokomo,in,us,circle,900,The three bright objects seemed to be fading from dim to very bright for about fifteen minutes&#44 just as we have seen before many times.
20:00.0,los angeles,ca,us,circle,15,I saw a small circular object with bright lights hovering low and very slowly in the air.
00:00.0,brockton,ma,us,triangle,120,Suspected UFO&#44 hovering in an unpopulated area over the tree line.
35:00.0,morongo valley,ca,us,light,600,Blueish/White light seen in Morongo Valley&#44 CA.
00:00.0,brookhaven,ny,us,chevron,10,small v shaped transparent red lights very faint one side of v was shorter than other
05:00.0,luray,va,us,cylinder,300,Bright brilliant orange cylinder object about New Market Gap&#44 with light flying from it and coming back to craft.
39:00.0,glasgow,mt,us,light,10,Intense bright light seen for a few seconds.
00:00.0,monee,il,us,light,600,incredibly bright white solid light that hovered for 5-10 minutes then disappeared
00:00.0,queen creek,az,us,changing,1800,3 White Orbs and bands of 8 Red Lights flash on and off over Queen Creek&#44 AZ
57:00.0,paradise,ca,us,light,15,2 lights&#44 1st one NOT blinking being followed by 2nd one with blinking lights (probable military aircraft)
58:00.0,woodbridge,va,us,circle,10,3 objects over Northern Virginia
00:00.0,green valley,az,us,light,60,Took my dog for a walk tonight on my block. Looked up in the night sky to the North and saw a series of strobe lights stationary in the
00:00.0,kerhonkson,ny,us,changing,900,2 unidentifiable flying objects passsed over our home in Kerhonkson &#44 NY
00:00.0,austin,tx,us,other,1,A crescent shape UFO flying 6&#44000 feet above my head
00:00.0,mount vernon,wa,us,unknown,120,After thinking about this all week&#44 I&#39ve decided to report this. During the 3rd week of November 09 ( I dont remember the exact day) my
20:00.0,ventura,ca,us,formation,7,5 non blinking red-orange lights in V formation zooming silently across the night sky
28:00.0,venice,ca,us,light,15,Coming home from work parking my in the back yard&#44I look up at the sky.At Marina Del Rey&#44 moving north to Santa Monica 4 light triangle
30:00.0,hayward,ca,us,disk,300,I was walking my dogs in the morning and on my way back I saw like a disc object floating in the air. It was like leaning side to side
57:00.0,rochester,mi,us,triangle,180,Black triangle in Rochester&#44 Michigan
00:00.0,athens,ga,us,light,5,Ascending Orange Light
00:00.0,topsail beach,nc,us,sphere,300,brigth orange globe that became four objects.
09:00.0,loxahatchee,fl,us,fireball,5,Consolidated ovoid Fireball&#44 Supersonic speed but without sound&#44 hint of form&#44 3-5 sec duration&#44 stable trajectory PARALLEL to ground
38:00.0,san bernardino,ca,us,light,60,A fast moving bright white object zooms past  ISS
00:00.0,springfield,oh,us,light,5,Bright silver fast moving light in the sky made a quick 180 degree turn&#44 comtrail photographed.
20:00.0,mauston (in country),wi,us,circle,60,3 large spheres in sky merge into 1 and disappear north of the Wi Dells on a country road at dusk.
40:00.0,kayenta,az,us,unknown,2400,UFO lights near Kayenta&#44 AZ
